0.153931, -0.268677, 0.985474, -2.01416, -2.01416, -2.01416
0.170532, -0.268677, 0.985474, 3.173828, 3.173828, 3.173828
0.171875, -0.268677, 0.985474, 12.756348, 12.756348, 12.756348
0.171875, -0.251099, 0.984253, 12.756348, 12.756348, 12.756348
0.170532, -0.245483, 0.911133, 12.756348, 12.756348, 12.756348
0.151367, -0.245483, 0.734497, 12.634277, 12.634277, 12.634277
0.145874, -0.245483, 0.734497, -0.12207, -0.12207, -0.12207
0.140625, -0.245483, 0.734497, -0.12207, -0.12207, -0.12207
0.140625, -0.182373, 0.922607, -0.12207, -0.12207, -0.12207
0.139282, -0.182129, 1.026611, 3.78418, 3.78418, 3.78418
0.12854, 0.018066, 1.110718, 11.535645, 11.535645, 11.535645
0.12854, 0.018066, 1.110718, 11.535645, 11.535645, 11.535645
0.12854, 0.018066, 1.110718, 11.535645, 11.535645, 11.535645
0.142578, -0.031738, 1.060425, 11.535645, 11.535645, 11.535645
0.1427, -0.081177, 1.00708, 6.286621, 6.286621, 6.286621
0.151367, -0.104492, 0.973267, 5.554199, 5.554199, 5.554199
0.294312, -0.108154, 0.822266, -14.648438, -14.648438, -14.648438
0.294312, -0.169434, 0.695312, -14.831543, -14.831543, -14.831543
0.294312, -0.108154, 0.665894, -14.892578, -14.892578, -14.892578
0.25061, -0.106201, 0.665894, -22.338867, -22.338867, -22.338867
0.216797, -0.106201, 0.665894, -22.338867, -22.338867, -22.338867
0.173462, 0.088501, 0.758423, -22.338867, -22.338867, -22.338867
0.135376, 0.301514, 1.028931, -9.94873, -9.94873, -9.94873
0.135376, 0.338257, 1.086182, 9.460449, 9.460449, 9.460449
0.135376, 0.338257, 1.086182, 13.122559, 13.122559, 13.122559
0.174927, 0.338257, 1.086182, 13.122559, 13.122559, 13.122559
0.226807, 0.304932, 0.948608, 13.122559, 13.122559, 13.122559
0.357422, 0.217896, 0.840576, 0.732422, 0.732422, 0.732422
0.420166, 0.090698, 0.63208, -5.187988, -5.187988, -5.187988
0.44873, -0.013672, 0.513916, -6.164551, -6.164551, -6.164551
0.44873, -0.013672, 0.513916, -6.164551, -6.164551, -6.164551
0.44873, -0.013672, 0.513916, -7.751465, -7.751465, -7.751465
0.436768, 0.070679, 0.75647, -7.751465, -7.751465, -7.751465
0.339355, 0.232422, 0.786743, -2.929688, -2.929688, -2.929688
0.313599, 0.47168, 0.803955, 13.305664, 13.305664, 13.305664
