-0.000656, 0.523439, 0.826521, 1.535258, 1.535258, 1.535258
-0.000612, 0.523439, 0.826619, 1.619733, 1.619733, 1.619733
-0.000549, 0.523439, 0.826714, 1.717039, 1.717039, 1.717039
-0.00045, 0.523426, 0.82676, 1.832762, 1.832762, 1.832762
-0.000419, 0.523406, 0.827151, 1.957406, 1.957406, 1.957406
-0.000337, 0.523295, 0.82741, 1.998131, 1.998131, 1.998131
-0.000238, 0.523239, 0.827651, 2.010895, 2.010895, 2.010895
-0.000156, 0.52304, 0.82785, 2.012277, 2.012277, 2.012277
-9.8e-05, 0.522825, 0.828102, 2.012277, 2.012277, 2.012277
-8.9e-05, 0.522478, 0.828423, 2.082009, 2.082009, 2.082009
-8.9e-05, 0.521996, 0.828673, 2.28477, 2.28477, 2.28477
-6e-06, 0.521466, 0.828923, 2.570037, 2.570037, 2.570037
7.7e-05, 0.520842, 0.829003, 2.868855, 2.868855, 2.868855
0.000187, 0.520395, 0.829003, 3.008967, 3.008967, 3.008967
0.000187, 0.520098, 0.829003, 3.008967, 3.008967, 3.008967
0.000187, 0.519907, 0.828958, 3.008967, 3.008967, 3.008967
0.000128, 0.519827, 0.82884, 2.748535, 2.748535, 2.748535
6.8e-05, 0.51979, 0.828681, 2.391901, 2.391901, 2.391901
6.2e-05, 0.51979, 0.828491, 1.959623, 1.959623, 1.959623
5.6e-05, 0.51979, 0.828291, 1.91051, 1.91051, 1.91051
1.5e-05, 0.519849, 0.827985, 1.640481, 1.640481, 1.640481
-0.000139, 0.519943, 0.827715, 1.375007, 1.375007, 1.375007
-0.000453, 0.520079, 0.827384, 1.288733, 1.288733, 1.288733
-0.00087, 0.520314, 0.827068, 1.083542, 1.083542, 1.083542
-0.001434, 0.520442, 0.826732, 0.950385, 0.950385, 0.950385
-0.002106, 0.520442, 0.826475, 0.950385, 0.950385, 0.950385
-0.002863, 0.520442, 0.826344, 0.950385, 0.950385, 0.950385
-0.00369, 0.520168, 0.826185, 1.152664, 1.152664, 1.152664
-0.004633, 0.519807, 0.825939, 1.555088, 1.555088, 1.555088
