-0.00569, 0.519322, 0.825879, 1.919627, 1.919627, 1.919627
-0.006855, 0.518649, 0.825757, 2.338815, 2.338815, 2.338815
-0.008187, 0.517856, 0.825586, 2.775944, 2.775944, 2.775944
-0.009641, 0.517105, 0.825533, 3.146947, 3.146947, 3.146947
-0.01121, 0.516196, 0.825533, 3.632051, 3.632051, 3.632051
-0.01285, 0.515122, 0.825447, 4.3266, 4.3266, 4.3266
-0.014589, 0.513991, 0.82509, 4.765278, 4.765278, 4.765278
-0.01641, 0.512911, 0.824718, 4.896866, 4.896866, 4.896866
-0.018335, 0.511884, 0.824274, 4.896866, 4.896866, 4.896866
-0.020251, 0.510837, 0.82386, 4.896866, 4.896866, 4.896866
-0.022183, 0.50977, 0.823396, 4.530766, 4.530766, 4.530766
-0.024134, 0.508596, 0.822888, 4.415308, 4.415308, 4.415308
-0.026094, 0.507383, 0.82234, 4.350876, 4.350876, 4.350876
-0.028101, 0.506247, 0.821615, 4.265552, 4.265552, 4.265552
-0.0302, 0.505093, 0.820862, 3.997331, 3.997331, 3.997331
-0.032374, 0.50396, 0.819969, 3.546257, 3.546257, 3.546257
-0.034656, 0.502778, 0.819166, 3.297672, 3.297672, 3.297672
-0.036907, 0.501589, 0.818247, 2.839823, 2.839823, 2.839823
-0.039261, 0.500284, 0.81739, 2.203624, 2.203624, 2.203624
-0.041695, 0.499103, 0.816467, 1.826999, 1.826999, 1.826999
-0.044274, 0.497994, 0.815537, 1.766488, 1.766488, 1.766488
-0.046884, 0.496876, 0.814493, 1.560578, 1.560578, 1.560578
-0.049562, 0.495819, 0.813447, 0.815867, 0.815867, 0.815867
-0.052345, 0.494798, 0.812298, 0.200554, 0.200554, 0.200554
-0.055214, 0.493678, 0.811009, -0.289871, -0.289871, -0.289871
-0.058127, 0.492605, 0.809704, -0.505119, -0.505119, -0.505119
-0.060996, 0.491533, 0.808278, -0.599221, -0.599221, -0.599221
-0.064046, 0.490375, 0.806751, -0.599221, -0.599221, -0.599221
-0.06714, 0.489149, 0.805173, -0.599221, -0.599221, -0.599221
-0.070287, 0.487822, 0.803436, -0.599221, -0.599221, -0.599221
-0.073414, 0.486211, 0.801556, -0.599287, -0.599287, -0.599287
-0.07664, 0.484482, 0.799623, -0.599287, -0.599287, -0.599287
-0.079893, 0.482622, 0.797578, -0.960342, -0.960342, -0.960342
-0.083288, 0.480603, 0.79567, -1.624463, -1.624463, -1.624463
-0.086747, 0.478448, 0.793803, -2.086695, -2.086695, -2.086695
-0.09023, 0.476274, 0.791964, -2.733185, -2.733185, -2.733185
-0.093891, 0.474029, 0.790035, -3.577519, -3.577519, -3.577519
-0.097598, 0.47157, 0.788233, -4.735148, -4.735148, -4.735148
-0.101265, 0.468969, 0.786337, -6.069427, -6.069427, -6.069427
-0.105001, 0.466229, 0.784559, -6.98772, -6.98772, -6.98772
-0.108793, 0.463397, 0.782686, -6.98772, -6.98772, -6.98772
-0.112551, 0.460603, 0.780681, -6.98772, -6.98772, -6.98772
-0.116381, 0.457832, 0.778719, -6.944541, -6.944541, -6.944541
-0.120227, 0.455191, 0.776746, -6.731028, -6.731028, -6.731028
-0.124126, 0.452739, 0.77479, -6.143125, -6.143125, -6.143125
-0.127941, 0.450732, 0.772999, -4.38789, -4.38789, -4.38789
-0.131741, 0.449082, 0.771314, -2.225494, -2.225494, -2.225494
-0.135508, 0.447565, 0.769756, 1.087875, 1.087875, 1.087875
-0.139323, 0.445993, 0.76819, 2.873384, 2.873384, 2.873384
-0.143143, 0.444352, 0.766617, 4.24977, 4.24977, 4.24977
-0.146964, 0.443249, 0.765247, 5.069169, 5.069169, 5.069169
-0.150728, 0.442257, 0.764125, 5.574856, 5.574856, 5.574856
-0.154565, 0.441257, 0.76326, 5.787255, 5.787255, 5.787255
-0.158542, 0.440159, 0.762508, 5.787255, 5.787255, 5.787255
-0.162615, 0.439323, 0.761784, 5.787255, 5.787255, 5.787255
-0.166629, 0.438864, 0.761072, 5.505698, 5.505698, 5.505698
-0.170574, 0.438404, 0.760406, 5.490067, 5.490067, 5.490067
-0.174281, 0.438023, 0.759953, 5.329461, 5.329461, 5.329461
-0.178116, 0.437668, 0.759453, 5.066373, 5.066373, 5.066373
-0.181848, 0.437265, 0.759032, 4.843252, 4.843252, 4.843252
-0.185374, 0.43708, 0.758739, 4.843252, 4.843252, 4.843252
-0.188823, 0.436843, 0.758448, 4.843252, 4.843252, 4.843252
-0.191994, 0.436611, 0.758196, 4.828688, 4.828688, 4.828688
-0.195109, 0.436448, 0.758036, 4.828688, 4.828688, 4.828688
-0.197993, 0.436369, 0.757907, 4.776483, 4.776483, 4.776483
-0.200793, 0.436275, 0.757907, 4.652333, 4.652333, 4.652333
-0.203486, 0.436163, 0.757907, 4.578395, 4.578395, 4.578395
-0.206014, 0.436038, 0.757942, 4.578395, 4.578395, 4.578395
-0.208524, 0.435837, 0.758004, 4.578395, 4.578395, 4.578395
-0.210837, 0.435675, 0.758052, 4.592299, 4.592299, 4.592299
-0.213001, 0.435593, 0.758169, 4.69546, 4.69546, 4.69546
-0.215142, 0.435545, 0.758389, 4.862409, 4.862409, 4.862409
