ax,ay,az,gx,gy,gz
0.936226,-0.006393,0.348214,1.838162,1.838162,1.838162,0.936233,-0.006398,0.348226,1.839484,1.839484,1.839484,0.936232,-0.006387,0.348221,1.839877,1.839877,1.839877,0.93623,-0.006386,0.348213,1.840264,1.840264,1.840264,0.936251,-0.006382,0.348219,1.836148,1.836148,1.836148,0.936263,-0.006386,0.348407,1.840157,1.840157,1.840157,0.936281,-0.006361,0.348696,1.846381,1.846381,1.846381,0.936306,-0.006346,0.349087,1.847169,1.847169,1.847169,0.936333,-0.006349,0.349495,1.830025,1.830025,1.830025,0.936362,-0.006454,0.350095,1.754516,1.754516,1.754516,0.936391,-0.00642,0.350758,1.701505,1.701505,1.701505,0.936389,-0.006178,0.35157,1.573697,1.573697,1.573697,0.936408,-0.005849,0.352572,1.315743,1.315743,1.315743,0.936424,-0.005503,0.353608,0.926089,0.926089,0.926089,0.936442,-0.005288,0.354872,0.337442,0.337442,0.337442,0.936476,-0.004658,0.356113,-0.166413,-0.166413,-0.166413,0.936432,-0.004013,0.35755,-0.521654,-0.521654,-0.521654,0.936497,-0.003359,0.359039,-0.846717,-0.846717,-0.846717,0.936449,-0.002715,0.360575,-1.184215,-1.184215,-1.184215,0.936422,-0.001998,0.362319,-1.436437,-1.436437,-1.436437,0.936298,-0.001094,0.364164,-1.393379,-1.393379,-1.393379,0.936014,-0.000203,0.365988,-1.307713,-1.307713,-1.307713,0.935592,0.000472,0.367964,-1.297263,-1.297263,-1.297263,0.935034,0.001316,0.369916,-1.399316,-1.399316,-1.399316,0.934309,0.002345,0.372085,-1.206461,-1.206461,-1.206461,0.933481,0.003149,0.374302,-1.104667,-1.104667,-1.104667,0.932591,0.003808,0.376677,-1.051252,-1.051252,-1.051252,0.931606,0.004353,0.379048,-0.860415,-0.860415,-0.860415,0.930545,0.004946,0.381503,0.058442,0.058442,0.058442,0.929337,0.005612,0.384066,0.930705,0.930705,0.930705,0.928,0.006267,0.386551,1.281556,1.281556,1.281556,0.926512,0.007047,0.388705,1.035709,1.035709,1.035709,0.924917,0.007668,0.390652,0.610627,0.610627,0.610627,0.923142,0.008298,0.392292,-0.060077,-0.060077,-0.060077,0.921116,0.008796,0.393606,0.166326,0.166326,0.166326,0.918872,0.009288,0.394814,0.560325,0.560325,0.560325,0.916371,0.009784,0.395346,1.368257,1.368257,1.368257,0.91365,0.010433,0.39563,1.252187,1.252187,1.252187,0.910655,0.011285,0.395613,0.406487,0.406487,0.406487,0.9073,0.012025,0.395428,-0.587381,-0.587381,-0.587381,0.903545,0.012723,0.394922,-2.458583,-2.458583,-2.458583,0.899383,0.013131,0.394084,-3.408374,-3.408374,-3.408374,0.894522,0.013377,0.393026,-5.679677,-5.679677,-5.679677,0.88913,0.013415,0.391751,-8.293334,-8.293334,-8.293334,0.883157,0.013167,0.390453,-10.896647,-10.896647,-10.896647,0.876811,0.012402,0.389175,-12.685581,-12.685581,-12.685581,0.870142,0.011664,0.387359,-12.007242,-12.007242,-12.007242,0.863093,0.010868,0.3854,-12.286392,-12.286392,-12.286392,0.855699,0.009749,0.383467,-12.09525,-12.09525,-12.09525,0.847969,0.008588,0.381594,-11.422372,-11.422372,-11.422372,0.839908,0.007673,0.379771,-9.062273,-9.062273,-9.062273,0.831711,0.006587,0.377865,-8.59162,-8.59162,-8.59162,0.823237,0.005495,0.376057,-7.213952,-7.213952,-7.213952,0.814652,0.004468,0.374424,-6.066335,-6.066335,-6.066335,0.805881,0.003461,0.372873,-5.250127,-5.250127,-5.250127,0.796915,0.002791,0.371278,-4.199807,-4.199807,-4.199807,0.787856,0.002314,0.369812,-3.424411,-3.424411,-3.424411,0.778929,0.001845,0.368487,-1.613803,-1.613803,-1.613803,0.769747,0.00143,0.367416,0.335771,0.335771,0.335771,0.760454,0.001245,0.366407,0.917768,0.917768,0.917768,0.751089,0.001027,0.365691,1.704197,1.704197,1.704197,0.741574,0.001367,0.365689,3.844301,3.844301,3.844301,0.732009,0.001739,0.365542,7.168261,7.168261,7.168261,0.722318,0.00219,0.365682,8.126177,8.126177,8.126177,0.71244,0.002817,0.366034,8.430055,8.430055,8.430055,0.702563,0.003391,0.366533,9.651209,9.651209,9.651209,0.69247,0.003984,0.367334,11.755143,11.755143,11.755143,0.682292,0.004529,0.368387,12.437651,12.437651,12.437651,0.672061,0.005004,0.369449,12.925727,12.925727,12.925727,0.661829,0.005312,0.370614,13.456451,13.456451,13.456451,0.65161,0.005289,0.371897,14.450366,14.450366,14.450366,0.641475,0.005289,0.37352,16.94772,16.94772,16.94772,0.631271,0.005298,0.375451,17.155527,17.155527,17.155527,0.621271,0.005249,0.377203,16.240591,16.240591,16.240591,0.611301,0.005511,0.379197,15.944012,15.944012,15.944012,0.601537,0.005887,0.381015,15.281461,15.281461,15.281461,0.591889,0.00623,0.382983,9.68959,9.68959,9.68959,0.582275,0.006544,0.385027,8.893482,8.893482,8.893482,0.57289,0.006739,0.387181,4.68443,4.68443,4.68443,0.563718,0.006936,0.389415,5.643242,5.643242,5.643242,0.554699,0.007066,0.391419,5.533484,5.533484,5.533484,0.545914,0.007189,0.393803,5.598217,5.598217,5.598217,0.537562,0.007178,0.396321,6.133402,6.133402,6.133402,0.529415,0.00709,0.39927,6.608129,6.608129,6.608129,0.521815,0.007183,0.401157,6.978866,6.978866,6.978866,0.514356,0.007367,0.403358,5.874091,5.874091,5.874091,0.507259,0.007523,0.405155,4.343422,4.343422,4.343422,0.500369,0.007384,0.407301,3.155579,3.155579,3.155579,0.493902,0.007401,0.409568,3.95847,3.95847,3.95847,0.487651,0.007068,0.411919,4.396113,4.396113,4.396113,0.481947,0.006678,0.414133,9.213582,9.213582,9.213582,0.476612,0.006299,0.415891,7.649103,7.649103,7.649103,0.47167,0.005846,0.417758,6.824689,6.824689,6.824689,0.467565,0.005439,0.419534,7.449301,7.449301,7.449301,0.464132,0.005033,0.421234,6.196739,6.196739,6.196739,0.461434,0.004589,0.422626,6.301762,6.301762,6.301762,0.459414,0.004079,0.424176,5.71068,5.71068,5.71068,0.45841,0.003549,0.425449,6.184433,6.184433,6.184433,0.457363,0.002974,0.426806,5.966848,5.966848,5.966848,0.456747,0.002424,0.428057,6.080022,6.080022,6.080022,0.456501,0.001833,0.42894,6.21709,6.21709,6.21709
