vector,true or false
|[0.318702, 0.248853, 0.900711, 3.791188, 3.791188, 3.791188, 0.318727, 0.248846, 0.900711, 3.927935, 3.927935, 3.927935, 0.318744, 0.248831, 0.900868, 3.927935, 3.927935, 3.927935, 0.318766, 0.24874, 0.901594, 3.927935, 3.927935, 3.927935, 0.318803, 0.248552, 0.902048, 3.790174, 3.790174, 3.790174, 0.318841, 0.248457, 0.902111, 3.758024, 3.758024, 3.758024, 0.318897, 0.248457, 0.902111, 3.758024, 3.758024, 3.758024, 0.318949, 0.248457, 0.902048, 3.758024, 3.758024, 3.758024, 0.319005, 0.248794, 0.901835, 3.758024, 3.758024, 3.758024, 0.319091, 0.249464, 0.900738, 3.758024, 3.758024, 3.758024, 0.319091, 0.249836, 0.899156, 2.937658, 2.937658, 2.937658, 0.319091, 0.250144, 0.897148, 1.757287, 1.757287, 1.757287, 0.318871, 0.250415, 0.894864, 0.877659, 0.877659, 0.877659, 0.318484, 0.250594, 0.892615, -2.442207, -2.442207, -2.442207, 0.317534, 0.250594, 0.890557, -4.754876, -4.754876, -4.754876, 0.316082, 0.250594, 0.888517, -12.979224, -12.979224, -12.979224, 0.314427, 0.249827, 0.886659, -18.751863, -18.751863, -18.751863, 0.31244, 0.248853, 0.885239, -18.751863, -18.751863, -18.751863, 0.310227, 0.248261, 0.885239, -18.751863, -18.751863, -18.751863, 0.307683, 0.247962, 0.885239, -11.455758, -11.455758, -11.455758, 0.305011, 0.247962, 0.88558, 5.378342, 5.378342, 5.378342, 0.301855, 0.247962, 0.887599, 26.259443, 26.259443, 26.259443, 0.298458, 0.249388, 0.888701, 29.863338, 29.863338, 29.863338, 0.295084, 0.249867, 0.889482, 29.863338, 29.863338, 29.863338, 0.291868, 0.251252, 0.889482, 29.863338, 29.863338, 29.863338, 0.28901, 0.252261, 0.889482, 15.293061, 15.293061, 15.293061, 0.286654, 0.253427, 0.889232, -3.871446, -3.871446, -3.871446, 0.284794, 0.254545, 0.886197, -10.575417, -10.575417, -10.575417, 0.284206, 0.254545, 0.883066, -11.660534, -11.660534, -11.660534, 0.284147, 0.254545, 0.880342, -13.350617, -13.350617, -13.350617, 0.282645, 0.25416, 0.877938, -17.930805, -17.930805, -17.930805, 0.281886, 0.252598, 0.87625, -18.89469, -18.89469, -18.89469, 0.281171, 0.2512, 0.875723, -33.351669, -33.351669, -33.351669, 0.280299, 0.250233, 0.875723, -33.351669, -33.351669, -33.351669, 0.27895, 0.250233, 0.875723, -33.351669, -33.351669, -33.351669, 0.277199, 0.250233, 0.876225, -12.418275, -12.418275, -12.418275, 0.274425, 0.250245, 0.877397, 36.437679, 36.437679, 36.437679, 0.271296, 0.250836, 0.878596, 43.452236, 43.452236, 43.452236, 0.267797, 0.251255, 0.879716, 43.452236, 43.452236, 43.452236, 0.264345, 0.251298, 0.880538, 43.452236, 43.452236, 43.452236, 0.261328, 0.251508, 0.880538, 34.930023, 34.930023, 34.930023, 0.259336, 0.252048, 0.880538, 32.507038, 32.507038, 32.507038, 0.25882, 0.253468, 0.880442, 26.504444, 26.504444, 26.504444, 0.258005, 0.255051, 0.877995, 8.906907, 8.906907, 8.906907, 0.257034, 0.255431, 0.874749, -3.744705, -3.744705, -3.744705, 0.255362, 0.255431, 0.871127, -15.167839, -15.167839, -15.167839, 0.253223, 0.255431, 0.868359, -35.827267, -35.827267, -35.827267, 0.251669, 0.254277, 0.865956, -41.762577, -41.762577, -41.762577, 0.250745, 0.251769, 0.863832, -59.87878, -59.87878, -59.87878, 0.249624, 0.249949, 0.862057, -64.751083, -64.751083, -64.751083, 0.248258, 0.249223, 0.862057, -64.751083, -64.751083, -64.751083, 0.246588, 0.248821, 0.862057, -64.751083, -64.751083, -64.751083, 0.244535, 0.248821, 0.862238, -32.136925, -32.136925, -32.136925, 0.241713, 0.248821, 0.866214, 23.125668, 23.125668, 23.125668, 0.238623, 0.250283, 0.867943, 44.77618, 44.77618, 44.77618, 0.234927, 0.251656, 0.869325, 48.259892, 48.259892, 48.259892, 0.231238, 0.251929, 0.869353, 48.259892, 48.259892, 48.259892, 0.228302, 0.252267, 0.869353, 48.259892, 48.259892, 48.259892, 0.225657, 0.253551, 0.869353, 35.092873, 35.092873, 35.092873, 0.223969, 0.2553, 0.86642, 20.354424, 20.354424, 20.354424, 0.223797, 0.256813, 0.862224, -4.306704, -4.306704, -4.306704, 0.223638, 0.256813, 0.857512, -12.639276, -12.639276, -12.639276, 0.220877, 0.256813, 0.853329, -15.787986, -15.787986, -15.787986, 0.218612, 0.253746, 0.850709, -18.401791, -18.401791, -18.401791, 0.217243, 0.250921, 0.848746, -40.840916, -40.840916, -40.840916, 0.216106, 0.248966, 0.847977, -40.840916, -40.840916, -40.840916, 0.215487, 0.248029, 0.847977, -40.840916, -40.840916, -40.840916, 0.214453, 0.248029, 0.847977, -20.217821, -20.217821, -20.217821, 0.2123, 0.248029, 0.849283, -1.300811, -1.300811, -1.300811, 0.209974, 0.248593, 0.850359, 27.454102, 27.454102, 27.454102, 0.207092, 0.249892, 0.852109, 44.383686, 44.383686, 44.383686, 0.2039, 0.250342, 0.85494, 47.670307, 47.670307, 47.670307, 0.200398, 0.250518, 0.857009, 50.738525, 50.738525, 50.738525, 0.197764, 0.250967, 0.857009, 53.030952, 53.030952, 53.030952, 0.195077, 0.251185, 0.857009, 51.73101, 51.73101, 51.73101, 0.193318, 0.251321, 0.855635, 51.73101, 51.73101, 51.73101, 0.192224, 0.252143, 0.851318, 51.73101, 51.73101, 51.73101, 0.192153, 0.252143, 0.84648, 22.138708, 22.138708, 22.138708, 0.191486, 0.252143, 0.842392, 10.805154, 10.805154, 10.805154, 0.191179, 0.251263, 0.839071, -4.267567, -4.267567, -4.267567, 0.188936, 0.249238, 0.836065, -27.574705, -27.574705, -27.574705, 0.188356, 0.247043, 0.834602, -50.762821, -50.762821, -50.762821, 0.187685, 0.245756, 0.834602, -50.762821, -50.762821, -50.762821, 0.186846, 0.245294, 0.834602, -50.762821, -50.762821, -50.762821, 0.185189, 0.245294, 0.836145, -29.067482, -29.067482, -29.067482, 0.182209, 0.245294, 0.836659, 3.944366, 3.944366, 3.944366, 0.178941, 0.245473, 0.840162, 33.401855, 33.401855, 33.401855, 0.175038, 0.247541, 0.842339, 34.482971, 34.482971, 34.482971, 0.17137, 0.248059, 0.844244, 34.482971, 34.482971, 34.482971, 0.16878, 0.248785, 0.844244, 34.482971, 34.482971, 34.482971, 0.165771, 0.249068, 0.844244, 25.517273, 25.517273, 25.517273, 0.164137, 0.250435, 0.842582, 13.099307, 13.099307, 13.099307, 0.164137, 0.251427, 0.837742, -11.160554, -11.160554, -11.160554, 0.164105, 0.251427, 0.833037, -26.925406, -26.925406, -26.925406, 0.163386, 0.251427, 0.82908, -27.338465, -27.338465, -27.338465, 0.163145, 0.249535, 0.825351, -27.46101, -27.46101, -27.46101, 0.162521, 0.246577, 0.823189, -45.031555, -45.031555, -45.031555, 0.162455, 0.243926, 0.823189, -45.031555, -45.031555, -45.031555, 0.162227, 0.243926, 0.823189, -45.031555, -45.031555, -45.031555, 0.161975, 0.243926, 0.826187, -31.074148, -31.074148, -31.074148, 0.160046, 0.244212, 0.828961, -5.151961, -5.151961, -5.151961]|
